time,open,high,low,close,Volume,Long Entry,Long Exit,KD,J,RSI,T10Y2Y,HY_Spread,Copper_Gold_Log,WEI,Sahm_Rule,UM_Sentiment,URANIUM,USDKRW,US10Y,US02Y,ALUMINUM,LITHUSD,REMX,XAUUSD,BTCUSD,IXIC,FXCM COPPER (FX:COPPER)
2019-12-20T01:00:00+09:00,7141.4,7175.8,7112.5,7169.6,483969552.71999997,0,0,65.04989253606118,75.07834990426655,38.937244062490294,0.29,3.51,-6.264844834848903,1.61,-0.07,96.8,,1166.07,1.91859996,1.63279998,,,39.51,1475.47,7286.91,8827.73,2.8093
2019-12-20T05:00:00+09:00,7170.8,7170.8,7127.4,7142.9,309445553.5,0,0,65.74562193607596,72.4991741202156,36.19947698441452,0.3,3.54,-6.263726732053234,1.61,-0.07,96.8,,1161.77,1.92219996,1.63090003,,,39.57,1478.907,7149.57,8887.22,2.8235
2019-12-20T09:00:00+09:00,7148.2,7148.3,7011.6,7131,957057525.95,0,0,62.216792774796716,56.771495963668386,34.93370493054533,0.3,3.54,-6.263726732053234,1.61,-0.07,96.8,,1161.77,1.92219996,1.63090003,,,39.57,1478.907,7149.57,8887.22,2.8235
2019-12-20T13:00:00+09:00,7132.4,7150,7092.4,7137.7,770252898.9000001,0,0,56.04199833453846,37.88236382832869,35.61580006014714,0.3,3.54,-6.263726732053234,1.61,-0.07,96.8,,1161.77,1.92219996,1.63090003,,,39.57,1478.907,7149.57,8887.22,2.8235
2019-12-20T17:00:00+09:00,7136.5,7199.1,7077.3,7147,753549175.8700001,0,0,51.11950706113686,29.73346162452799,36.617360937940276,0.3,3.54,-6.263726732053234,1.61,-0.07,96.8,,1161.77,1.92219996,1.63090003,,,39.57,1478.907,7149.57,8887.22,2.8235
2019-12-20T21:00:00+09:00,7147.7,7238.1,7138.9,7155.9,988062167.8299999,0,1,52.9239571407361,46.74205962142973,37.627572078433076,0.3,3.54,-6.263726732053234,1.61,-0.07,96.8,,1161.77,1.92219996,1.63090003,,,39.57,1478.907,7149.57,8887.22,2.8235
2019-12-21T01:00:00+09:00,7155.8,7197,7125.2,7182.2,575664789.25,0,1,57.151228056690584,64.62845658692358,40.70182106057496,0.3,3.54,-6.263726732053234,1.61,-0.07,96.8,,1161.77,1.92219996,1.63090003,,,39.57,1478.907,7149.57,8887.22,2.8235
2019-12-21T05:00:00+09:00,7182.2,7206.1,7173,7180.2,318788107.03,0,1,60.553596719309624,72.79813264097369,40.40091683280761,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7194.11,8924.96,2.8005
2019-12-21T09:00:00+09:00,7180.2,7180.2,7140,7152.5,767342062.51,0,0,61.19323280633638,68.91459098473531,36.09940682920099,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7194.11,8924.96,2.8005
2019-12-21T13:00:00+09:00,7153.1,7165,7130,7136.5,542777734.88,0,0,60.020430777497054,60.949104794598185,33.5887590774971,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7194.11,8924.96,2.8005
2019-12-21T17:00:00+09:00,7136.5,7150,7086.3,7146.2,542449444.3299999,0,0,59.90898304179355,60.094700711085366,35.05558536685311,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7194.11,8924.96,2.8005
2019-12-21T21:00:00+09:00,7145.4,7147.6,7119.1,7133.3,423314924.52,0,0,54.339085124438384,40.50719916569636,32.81525922535951,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7194.11,8924.96,2.8005
2019-12-22T01:00:00+09:00,7133.7,7150,7127.7,7146.2,489297079.19000006,0,0,51.47819289913946,37.410019356521104,34.997053795714464,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7194.11,8924.96,2.8005
2019-12-22T05:00:00+09:00,7146.7,7204.4,7123.2,7134.9,344348426.15000004,0,0,46.84059290431237,28.212506145935507,32.81952068434802,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7147.4,8924.96,2.8005
2019-12-22T09:00:00+09:00,7132.3,7141.6,7127.5,7135,282309072.38,0,0,45.05118925136857,31.263636739820626,32.83872448115008,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7147.4,8924.96,2.8005
2019-12-22T13:00:00+09:00,7135,7210.5,7131.2,7177.9,558783309.94,0,1,51.12276000246278,59.407910624424346,40.96704513851991,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7147.4,8924.96,2.8005
2019-12-22T17:00:00+09:00,7187.1,7229,7146.6,7158.8,575715435.9699999,0,0,51.236458121319686,55.66327872944274,36.68764868376556,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7147.4,8924.96,2.8005
2019-12-22T21:00:00+09:00,7160,7187.9,7154.5,7175.2,436048371.76,0,0,53.79306974814453,62.39800911926814,39.90061013584966,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7147.4,8924.96,2.8005
2019-12-23T01:00:00+09:00,7178,7481.3,7159,7399.4,2043871331.1999998,0,1,59.644902408984045,78.57695374664463,70.20973069353488,0.29,3.53,-6.268645308363189,1.61,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7147.4,8924.96,2.8005
2019-12-23T05:00:00+09:00,7397.5,7536.8,7383.2,7495.7,824968080.1600001,0,1,66.8468368372773,94.3176985768407,78.26068756954066,0.29,3.53,-6.268645308363189,2.05,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7509.7,8924.96,2.8005
2019-12-23T09:00:00+09:00,7495.7,7663.7,7495.7,7585.1,1910056430.43,0,1,71.59309432169505,97.19416890252114,84.39947691119949,0.29,3.53,-6.268645308363189,2.05,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7509.7,8924.96,2.8005
2019-12-23T13:00:00+09:00,7586,7586.4,7426.5,7498,1771211287.4700003,0,0,71.6620307386824,84.63490907156384,67.30647242239482,0.29,3.53,-6.268645308363189,2.05,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7509.7,8924.96,2.8005
2019-12-23T17:00:00+09:00,7497,7583.5,7492.1,7550,1092190593.19,0,0,73.53547135127621,84.70551204920147,71.47232347112782,0.29,3.53,-6.268645308363189,2.05,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7509.7,8924.96,2.8005
2019-12-23T21:00:00+09:00,7550,7628.6,7426.1,7583.7,1367454714.98,0,0,76.32615102685679,88.88787056477082,74.06629873167196,0.29,3.53,-6.268645308363189,2.05,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7509.7,8924.96,2.8005
2019-12-24T01:00:00+09:00,7576,7716.9,7309.2,7432.5,2382968816.2799997,0,0,70.78426895100229,63.21042353032303,48.65643115318926,0.29,3.53,-6.268645308363189,2.05,-0.07,96.8,,1158.49,1.9188,1.63150001,,,39.24,1478.088,7509.7,8924.96,2.8005
2019-12-24T05:00:00+09:00,7431.8,7431.8,7202.9,7320.1,1800481101.42,1,0,61.42950922107396,34.25568718591347,33.975007622341266,0.29,3.52,-6.273008001892661,2.05,-0.07,96.8,,1162.54,1.93120003,1.65639997,,,38.25,1485.525,7316.17,8945.65,2.8075
2019-12-24T09:00:00+09:00,7318.8,7329.3,7290,7313.1,1095457252.38,0,0,53.31274168974467,19.433911843841244,33.11928465333561,0.29,3.52,-6.273008001892661,2.05,-0.07,96.8,,1162.54,1.93120003,1.65639997,,,38.25,1485.525,7316.17,8945.65,2.8075
2019-12-24T13:00:00+09:00,7315,7338,7209.2,7266,1186787031.25,0,0,43.440661671323504,1.821046702318867,27.31572060369922,0.29,3.52,-6.273008001892661,2.05,-0.07,96.8,,1162.54,1.93120003,1.65639997,,,38.25,1485.525,7316.17,8945.65,2.8075
2019-12-24T17:00:00+09:00,7266.1,7429,7234,7372.2,2376727744.26,0,0,40.1817994540874,11.224836426494832,39.661438625183735,0.29,3.52,-6.273008001892661,2.05,-0.07,96.8,,1162.54,1.93120003,1.65639997,,,38.25,1485.525,7316.17,8945.65,2.8075
2019-12-24T21:00:00+09:00,7373.5,7458,7191.1,7278.1,2075802807.0099998,0,0,34.28595935056263,5.06787757795442,28.37523301843933,0.29,3.52,-6.273008001892661,2.05,-0.07,96.8,,1162.54,1.93120003,1.65639997,,,38.25,1485.525,7316.17,8945.65,2.8075
2019-12-25T01:00:00+09:00,7276,7340.6,7131.6,7248,1805511413.3799999,0,0,30.436952636423598,6.205394964771926,25.006932212555412,0.29,3.52,-6.277022348978682,2.05,-0.07,96.8,,1162.54,1.93120003,1.65639997,,,39.27,1485.525,7316.17,8945.65,2.8075
2019-12-25T05:00:00+09:00,7248,7310.2,7205.3,7255.2,905689993.8900001,0,0,27.82745648112981,9.1879372570695,25.924889889824414,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1162.02,1.90310001,1.62899995,,,39.27,1499.402,7251.52,8952.88,2.8233
2019-12-25T09:00:00+09:00,7254.1,7258.6,7217.2,7229.5,2635528.18167,0,0,24.94635796048909,8.423852046857142,22.805837723487414,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1162.02,1.90310001,1.62899995,,,39.27,1499.402,7251.52,8952.88,2.8233
2019-12-25T13:00:00+09:00,7227.9,7262.1,7202.8,7255,3885726.96608,0,0,27.436972182081817,25.402254779247635,26.40516367816106,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1162.02,1.90310001,1.62899995,,,39.27,1499.402,7251.52,8952.88,2.8233
2019-12-25T17:00:00+09:00,7253,7261.5,7212.8,7219.2,3830045.63389,0,0,27.258703598026766,25.79567343647205,21.74746237322556,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1162.02,1.90310001,1.62899995,,,39.27,1499.402,7251.52,8952.88,2.8233
2019-12-25T21:00:00+09:00,7219.1,7252,7170.3,7191.1,4791451.03371,0,0,25.219628054134425,19.39042411362621,18.14756886854937,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1162.02,1.90310001,1.62899995,,,39.27,1499.402,7251.52,8952.88,2.8233
2019-12-26T01:00:00+09:00,7191.1,7240.1,7121.7,7232.9,4589713.22286,0,0,26.833665095714544,27.95415572941075,24.762434551349685,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1162.02,1.90310001,1.62899995,,,39.27,1499.402,7251.52,8952.88,2.8233
2019-12-26T05:00:00+09:00,7234.5,7262.3,7169.8,7199.9,3602331.57892,0,0,26.06287217162057,24.696135178233725,20.225850833320592,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1159.26,1.90310001,1.62899995,,,39.27,1499.402,7195.79,8952.88,2.8233
2019-12-26T09:00:00+09:00,7199.9,7216.5,7183.1,7185.1,3899524.9356925,0,0,26.676972378561388,27.52885439922003,18.18679674215916,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1159.26,1.90310001,1.62899995,,,39.27,1499.402,7195.79,8952.88,2.8233
2019-12-26T13:00:00+09:00,7185.1,7219,7179.6,7211,5485756.60241,0,0,31.295243740460137,43.266863155536335,22.754517036870723,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1159.26,1.90310001,1.62899995,,,39.27,1499.402,7195.79,8952.88,2.8233
2019-12-26T17:00:00+09:00,7210.1,7236,7189,7190.1,6020152.3427175,0,0,35.417591929281556,51.70927210887321,19.57455258249003,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1159.26,1.90310001,1.62899995,,,39.27,1499.402,7195.79,8952.88,2.8233
2019-12-26T21:00:00+09:00,7190.4,7239.2,7185.7,7230.1,6440662.4549975,0,0,45.04197567840136,77.24877514099668,26.8624522772257,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1159.26,1.90310001,1.62899995,,,39.27,1499.402,7195.79,8952.88,2.8233
2019-12-27T01:00:00+09:00,7230.1,7433.7,7201.1,7304.2,11305056.4454825,0,1,48.74692990316757,74.11271519638072,38.86226211900234,0.28,3.53,-6.277022348978682,2.05,-0.07,96.8,,1159.26,1.90310001,1.62899995,,,39.27,1499.402,7195.79,8952.88,2.8233
2019-12-27T05:00:00+09:00,7300,7329,7157.6,7207,8262413.7615575,0,0,44.55346150670033,46.752683162138794,23.495541227327777,0.26,3.53,-6.275806544379342,2.05,-0.07,96.8,,1160.8,1.89619994,1.63689995,,,39.48,1511.092,7188.3,9022.39,2.8493
2019-12-27T09:00:00+09:00,7203.2,7242.7,7194,7233.9,8062232.8293625,0,0,42.6930168667852,39.14151609471662,27.795312575444058,0.26,3.53,-6.275806544379342,2.05,-0.07,96.8,,1160.8,1.89619994,1.63689995,,,39.48,1511.092,7188.3,9022.39,2.8493
2019-12-27T13:00:00+09:00,7233.3,7240.6,7181,7186.1,10061431.823855,0,0,35.420612429394396,15.46385094988311,20.781783791583265,0.26,3.53,-6.275806544379342,2.05,-0.07,96.8,,1160.8,1.89619994,1.63689995,,,39.48,1511.092,7188.3,9022.39,2.8493
2019-12-27T17:00:00+09:00,7186.6,7208.8,7087,7133.9,10742256.1639625,0,0,30.112002840722965,6.8620981292887535,13.720590241501867,0.26,3.53,-6.275806544379342,2.05,-0.07,96.8,,1160.8,1.89619994,1.63689995,,,39.48,1511.092,7188.3,9022.39,2.8493
2019-12-27T21:00:00+09:00,7133.9,7258,7098.1,7241.4,15785378.568405,0,0,32.8002664171585,27.895973002530212,30.82823054901779,0.26,3.53,-6.275806544379342,2.05,-0.07,96.8,,1160.8,1.89619994,1.63689995,,,39.48,1511.092,7188.3,9022.39,2.8493
2019-12-28T01:00:00+09:00,7240,7266,7179.9,7215.2,11711362.11288,0,0,33.61949263289799,33.2154114649326,27.079432616052074,0.26,3.53,-6.275806544379342,2.05,-0.07,96.8,,1160.8,1.89619994,1.63689995,,,39.48,1511.092,7188.3,9022.39,2.8493
2019-12-28T05:00:00+09:00,7217.9,7258,7214.4,7248.8,8493654.8472725,0,0,36.51031236823172,43.53532112258338,32.10618848504079,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7246,9006.62,2.824
2019-12-28T09:00:00+09:00,7248.9,7326,7237.6,7286.7,13319190.0880425,0,1,41.35307220250883,56.97247616537743,37.588887875045145,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7246,9006.62,2.824
2019-12-28T13:00:00+09:00,7285.9,7349,7283.2,7300,12465201.632795,0,1,50.57675622860708,81.445668275287,39.50430873443884,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7246,9006.62,2.824
2019-12-28T17:00:00+09:00,7300.5,7326,7266.7,7311.1,14070825.48991,0,1,59.03108647774024,95.60136812391306,41.159346026251484,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7246,9006.62,2.824
2019-12-28T21:00:00+09:00,7310.6,7359,7287.8,7307.1,11772313.898765,0,0,64.70776632972601,97.18460678277684,40.375959549749766,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7246,9006.62,2.824
2019-12-29T01:00:00+09:00,7305.6,7357.8,7280.5,7341.9,12974613.5379425,0,1,71.87513366521415,106.0319722304599,45.927193951599065,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7246,9006.62,2.824
2019-12-29T05:00:00+09:00,7343.7,7349,7306.8,7313,10747652.31703,0,0,74.96608340748483,99.77187704578438,39.84250001366712,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7296.24,9006.62,2.824
2019-12-29T09:00:00+09:00,7312.3,7313.4,7289.1,7305,11569305.63188,0,0,74.3802483380406,85.31855748357978,38.150275922376395,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7296.24,9006.62,2.824
2019-12-29T13:00:00+09:00,7305,7320.5,7291.1,7312.8,10345920.787765,0,0,73.2165539175148,75.77647243896988,39.61240460467978,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7296.24,9006.62,2.824
2019-12-29T17:00:00+09:00,7312.8,7355,7308.5,7343.2,8582063.3834425,0,1,76.33313412118338,85.40454389108237,45.27338023354615,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7296.24,9006.62,2.824
2019-12-29T21:00:00+09:00,7343.1,7417.5,7326.7,7389,13006387.81013,0,1,77.59420136824443,85.2825743708465,53.08873969806277,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7296.24,9006.62,2.824
2019-12-30T01:00:00+09:00,7392.4,7478.1,7382.4,7472,10416242.8788475,0,1,82.10289267070222,97.21880742814776,64.82219918698837,0.29,3.56,-6.285114814338228,2.05,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7296.24,9006.62,2.824
2019-12-30T05:00:00+09:00,7471.8,7549.6,7356.1,7391.3,13384009.7884125,0,0,73.34355566127729,59.00317051643776,46.25199457504479,0.29,3.56,-6.285114814338228,2.06,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7385.54,9006.62,2.824
2019-12-30T09:00:00+09:00,7389.9,7389.9,7314.8,7349.4,9644541.0920425,0,0,62.41606022984132,27.927129078831598,37.938976064853776,0.29,3.56,-6.285114814338228,2.06,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7385.54,9006.62,2.824
2019-12-30T13:00:00+09:00,7349.4,7404.2,7346.2,7380.1,6851199.6820125,0,0,55.54225315254768,21.11326988380874,42.85602720781854,0.29,3.56,-6.285114814338228,2.06,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7385.54,9006.62,2.824
2019-12-30T17:00:00+09:00,7380.1,7380.2,7297.9,7318.1,4629368.0139825,0,0,44.90831673933435,1.1089840719315731,31.11072619567385,0.29,3.56,-6.285114814338228,2.06,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7385.54,9006.62,2.824
2019-12-30T21:00:00+09:00,7315.5,7340.1,7260.9,7265,6363998.809885,0,0,34.27096325686219,-14.222086783019606,22.255136910805263,0.29,3.56,-6.285114814338228,2.06,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7385.54,9006.62,2.824
2019-12-31T01:00:00+09:00,7265,7270.9,7220,7239.7,2325553.9935075,0,0,26.905779587244943,-15.753704606739078,18.287515584969725,0.29,3.56,-6.285114814338228,2.06,-0.07,96.8,,1158.45,1.87870002,1.58519995,,,40.17,1511.131,7385.54,9006.62,2.824
2019-12-31T05:00:00+09:00,7241.1,7283,7238.3,7243.9,1162741.441145,0,0,21.590109717375952,-13.028807054288528,19.139886125242512,0.32,3.6,-6.284031440151597,2.06,-0.07,96.8,,1156.47,1.88049996,1.57120001,,,40.5,1515.07,7220.24,8945.99,2.8165
2019-12-31T09:00:00+09:00,7243.9,7267.2,7200,7239.4,2420982.90391,0,0,18.527447825987657,-6.438665288315313,18.36195713871264,0.32,3.6,-6.284031440151597,2.06,-0.07,96.8,,1156.47,1.88049996,1.57120001,,,40.5,1515.07,7220.24,8945.99,2.8165
2019-12-31T13:00:00+09:00,7239.4,7264.4,7233.1,7249.1,1092065.3834,0,0,16.976461890034642,0.6159404930006076,20.578691668473596,0.32,3.6,-6.284031440151597,2.06,-0.07,96.8,,1156.47,1.88049996,1.57120001,,,40.5,1515.07,7220.24,8945.99,2.8165
2019-12-31T17:00:00+09:00,7247.8,7252.5,7218.1,7241.6,1931061.707545,0,0,17.367499690804618,10.164833494212544,19.105430115386653,0.32,3.6,-6.284031440151597,2.06,-0.07,96.8,,1156.47,1.88049996,1.57120001,,,40.5,1515.07,7220.24,8945.99,2.8165
2019-12-31T21:00:00+09:00,7241.8,7317.9,7178,7199.9,6135060.028645,0,0,15.499484424641977,7.228113160939337,11.197614119734169,0.32,3.6,-6.284031440151597,2.06,-0.07,96.8,,1156.47,1.88049996,1.57120001,,,40.5,1515.07,7220.24,8945.99,2.8165
2020-01-01T01:00:00+09:00,7199.9,7225.5,7140,7174.6,2522714.4725475,0,0,15.072382475753919,9.86894197168246,6.7473583692285075,0.32,3.6,-6.284031440151597,2.06,-0.07,96.8,,1156.47,1.88049996,1.57120001,,,40.5,1515.07,7220.24,8945.99,2.8165
2020-01-01T05:00:00+09:00,7174.6,7206.2,7167.4,7194.7,507444.9766425,0,0,17.682072544180976,21.604577463212884,12.268083625829917,0.34,3.6,-6.299955596401635,2.06,0,99.3,,1153.57,1.91919994,1.57099998,,,40.29,1517.111,7168.36,8972.6,2.7972
2020-01-01T09:00:00+09:00,7192.9,7243,7176.7,7224.9,2433645.4824,0,0,24.44509878476528,43.31391684574198,20.224216248956026,0.34,3.6,-6.299955596401635,2.06,0,99.3,,1153.57,1.91919994,1.57099998,,,40.29,1517.111,7168.36,8972.6,2.7972
